"","pos","id","rodent","centre","tumour","slice_adc","pc_necrosis","total_cellularity","total_cellularity2","total_area","training.set","test.set","condition","group","n.adc","pi.adcgtpw","adc.mean","adc.median","adc.sd","adc.skewness","adc.kurtosis","adc.cutoff.N_BE","adc.cutoff.CT_GA","adc.cutoff.CT_NO","adc.cutoff.CV_GA","adc.cutoff.CV_NO","adc.cutoff.N_NO","adc.cutoffN","adc.cutoffCT","adc.cutoffCV","SHASH.mu","SHASH.sigma","SHASH.nu","SHASH.tau","missing","missing.A","missing.B","missing.C","missing.D","missing.E","missing.reason"
"RU120373_r23|Tu23|1",184,"RU120373_r23|Tu23|1","RU120373_r23","RunMC","CC531",NA,47.7666,9513.05,10728.86,10.67838,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r24|Tu24|1",185,"RU120373_r24|Tu24|1","RU120373_r24","RunMC","CC531",NA,7.5279,11839.65,12018.98,12.33964,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r25|Tu25|1",186,"RU120373_r25|Tu25|1","RU120373_r25","RunMC","CC531",NA,11.4539,10845.25,11161.57,10.59484,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r26|Tu26|1",187,"RU120373_r26|Tu26|1","RU120373_r26","RunMC","CC531",NA,31.9243,10282.11,12076.3,1.93199,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r27|Tu27|2",188,"RU120373_r27|Tu27|2","RU120373_r27","RunMC","CC531",1,39.6799,7597.7,11636.89,57.94666,TRUE,FALSE,"CC531","Untreated",216,0.503448275862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"B"
"RU120373_r28|Tu28|1",189,"RU120373_r28|Tu28|1","RU120373_r28","RunMC","CC531",NA,5.292,11447.18,11569.94,23.15696,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r50|Tu50|1",190,"RU120373_r50|Tu50|1","RU120373_r50","RunMC","CC531",1,29.7501,9168.99,10480.09,58.31426,TRUE,FALSE,"CC531","Untreated",317,0,0.000849345958408274,0.000861085834912956,0.000161755003192654,-0.666802839162068,4.93129222447945,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000862821168678335,-9.0139608191953,-0.267659451684387,-0.067669790610601,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"RU120373_r51|Tu51|1",191,"RU120373_r51|Tu51|1","RU120373_r51","RunMC","CC531",1,18.4701,10724.52,11447.22,126.81214,TRUE,FALSE,"CC531","Untreated",827,0,0.000873880895409855,0.000832272868137807,0.000232085423518665,1.25096608098789,5.78098608434172,-2.80914631797358,-9.21034037197618,-9.21034037197618,-5.61919240635558,-5.3315103339038,-5.10836678258959,0.0060459492140266,1e-04,0.00483675937122128,0.000830631720677614,-8.86633763795526,-0.0286113068740724,-0.455920223684874,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"RU120373_r52|Tu52|1",192,"RU120373_r52|Tu52|1","RU120373_r52","RunMC","CC531",NA,15.4847,10046.28,10544.51,43.8124,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r53|Tu53|1",193,"RU120373_r53|Tu53|1","RU120373_r53","RunMC","CC531",NA,28.6425,10395.74,11041.37,45.63143,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r54|Tu54|1",194,"RU120373_r54|Tu54|1","RU120373_r54","RunMC","CC531",NA,21.0141,10268.78,10855.54,27.86776,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r55|Tu55|1",195,"RU120373_r55|Tu55|1","RU120373_r55","RunMC","CC531",NA,16.4852,10539.12,11008.03,43.30945,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r56|Tu56|1",196,"RU120373_r56|Tu56|1","RU120373_r56","RunMC","CC531",NA,9.7627,10438.23,10884.37,50.87266,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r64|Tu64|1",197,"RU120373_r64|Tu64|1","RU120373_r64","RunMC","CC531",1,0.9993,11376.9,11429.34,46.26976,TRUE,FALSE,"CC531","Untreated",319,0.0093167701863354,0.00119205684233953,0.00109591032378376,0.000336798840628551,2.25481711950892,9.99923213269065,-1.19719311734056,-3.97343163355679,-3.81928095372953,-2.8207521236184,-2.72066866506142,-2.5871372724369,0.0752351097178683,0.0219435736677116,0.0658307210031348,0.00109949559889139,-8.96118229307183,-0.0586751148798453,-0.69901101237264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"RU120373_r65|Tu65|1",198,"RU120373_r65|Tu65|1","RU120373_r65","RunMC","CC531",NA,NA,9792.4,10387.19,20.11836,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"A+E"
"RU120373_r66|Tu66|1",199,"RU120373_r66|Tu66|1","RU120373_r66","RunMC","CC531",NA,27.0333,9858.15,11559.43,3.54402,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r67|Tu67|1",200,"RU120373_r67|Tu67|1","RU120373_r67","RunMC","CC531",NA,2.1082,11503.19,11566.09,9.96454,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r68|Tu68|1",201,"RU120373_r68|Tu68|1","RU120373_r68","RunMC","CC531",NA,4.0782,11225.63,11429.14,41.17801,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r69|Tu69|1",202,"RU120373_r69|Tu69|1","RU120373_r69","RunMC","CC531",NA,1.0016,11850.68,11904.67,40.67379,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"RU120373_r70|Tu70|1",203,"RU120373_r70|Tu70|1","RU120373_r70","RunMC","CC531",NA,7.7557,10336.21,10447.83,150.5508,TRUE,FALSE,"CC531","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW5837|l|1",204,"WW5837|l|1","WW5837","WWU","H1975",3,21.7017,4150.2321,4561.7693,18.25416,TRUE,FALSE,"H1975","Untreated",367,0,0.0015655396239782,0.001545353,0.000269974672128388,0.429016491541026,2.60003008206282,1.29351262766892,-4.51906748693468,-3.95945169899926,-1.68585414287846,-1.61490240690618,-1.40555217772431,0.245231607629428,0.0190735694822888,0.198910081743869,0.00153475674597566,-7.67974047376909,0.606067398078367,0.263915818472548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"WW5837|r|1",205,"WW5837|r|1","WW5837","WWU","H1975",NA,NA,NA,NA,6.68152,TRUE,FALSE,"H1975","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"A+E"
"WW5838|l|1",206,"WW5838|l|1","WW5838","WWU","H1975",NA,19.8473,4029.8126,4420.0958,19.08054,TRUE,FALSE,"H1975","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW5838|r|1",207,"WW5838|r|1","WW5838","WWU","H1975",4,36.1418,3785.0768,4357.0051,17.49053,TRUE,FALSE,"H1975","Untreated",286,0,0.00107375446176222,0.0010676488163881,0.00017645729280777,-1.57863467218149,11.5912013335352,-2.82583323675859,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.00107671941182419,-9.33438548980988,-0.451474710194036,-0.317832265209348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"WW5945|l|2",208,"WW5945|l|2","WW5945","WWU","H1975",NA,47.4829,3163.2046,4448.6304,13.97001,TRUE,FALSE,"H1975","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW5945|m|1",209,"WW5945|m|1","WW5945","WWU","H1975",NA,NA,NA,NA,NA,TRUE,FALSE,"H1975","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"A+E"
"WW5945|r|1",210,"WW5945|r|1","WW5945","WWU","H1975",3,83.4023,2267.9047,5363.2607,45.21354,TRUE,FALSE,"H1975","Untreated",466,0.338068181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"B"
"WW5951|l|1",211,"WW5951|l|1","WW5951","WWU","H1975",NA,12.6925,NA,NA,2.48359,TRUE,FALSE,"H1975","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"A+E"
"WW5951|r|1",212,"WW5951|r|1","WW5951","WWU","H1975",2,20.7418,5135.6973,5446.7591,4.87003,TRUE,FALSE,"H1975","Untreated",92,0,0.0010587628386692,0.00105701287975535,0.000101576416050056,-0.273015754173147,2.99062423343427,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.00106183320232842,-9.35854407159835,-0.145842979474632,-0.0532943184152218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"WW6112|l|1",213,"WW6112|l|1","WW6112","WWU","A549",NA,39.0209,4413.637,5504.2711,15.47318,TRUE,FALSE,"A549","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW6112|r|1",214,"WW6112|r|1","WW6112","WWU","A549",3,19.6336,5527.2042,6057.3438,13.2112,TRUE,FALSE,"A549","Untreated",227,0,0.000864098588053941,0.00086945912335068,0.000120626278125275,-0.0202567997638873,3.46295328211605,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000865988044895056,-9.24191333289352,-0.154404763367361,-0.127138061654469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"WW6113|l|1",215,"WW6113|l|1","WW6113","WWU","A549",NA,44.1807,3596.7274,5461.6831,15.30141,TRUE,FALSE,"A549","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW6113|m|1",216,"WW6113|m|1","WW6113","WWU","A549",4,25.5011,5068.5528,5875.4028,25.0391,TRUE,FALSE,"A549","Untreated",511,0,0.00116955320140777,0.00100164406467229,0.000433873428623152,1.42510825037624,3.87435844360233,-1.2031249874036,-3.14532713684539,-3.05831575985576,-2.0168618850276,-2.00226308560645,-1.90563624991737,0.148727984344423,0.0469667318982388,0.135029354207436,0.00100133327982627,-8.56581091090937,0.280265010757478,-0.705849977375348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"WW7680|l|1",217,"WW7680|l|1","WW7680","WWU","A549",NA,NA,NA,NA,NA,TRUE,FALSE,"A549","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"A+E"
"WW7680|m|1",218,"WW7680|m|1","WW7680","WWU","A549",NA,5.2302,6216.1983,6270.1026,3.31344,TRUE,FALSE,"A549","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW7680|r|2",219,"WW7680|r|2","WW7680","WWU","A549",1,6.2487,6171.4643,6299.6375,4.80275,TRUE,FALSE,"A549","Untreated",76,0,0.00122622903329198,0.00117612926987931,0.000211520598953539,0.860278017023391,3.38375287811212,-0.897941593205958,-9.21034037197618,-9.21034037197618,-4.33073334028633,-4.33073334028633,-3.63758615972639,0.0263157894736842,1e-04,0.0131578947368421,0.00118434204026311,-8.71958522168743,0.137688208154749,-0.336854766137733,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"WW7682|l|1",220,"WW7682|l|1","WW7682","WWU","A549",3,20.5757,4995.5612,5775.2304,7.6598,TRUE,FALSE,"A549","Untreated",169,0,0.00136594399541187,0.00128555996343494,0.000321064025081621,0.97945718316515,3.78498142812744,-0.177983155195357,-3.74360435380318,-3.74360435380318,-2.23952695702691,-2.23952695702691,-2.18545973575663,0.112426035502959,0.0236686390532544,0.106508875739645,0.00130057098237784,-8.10767137701124,0.309014840378247,-0.239194234377347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"WW7682|m|1",221,"WW7682|m|1","WW7682","WWU","A549",NA,11.5617,5616.9378,5880.97,12.69731,TRUE,FALSE,"A549","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW7682|r|1",222,"WW7682|r|1","WW7682","WWU","A549",NA,14.8992,5207.4185,5601.9657,19.99532,TRUE,FALSE,"A549","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW9144|l|1",223,"WW9144|l|1","WW9144","WWU","Colo205",NA,4.0962,7883.3868,8071.2126,4.76927,TRUE,FALSE,"Colo205","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"WW9145|r|2",224,"WW9145|r|2","WW9145","WWU","Colo205",4,18.1022,7144.457,7551.8046,7.27725,TRUE,FALSE,"Colo205","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"C"
