"","pos","id","rodent","centre","tumour","slice_adc","pc_necrosis","total_cellularity","total_cellularity2","total_area","training.set","test.set","condition","group","n.adc","pi.adcgtpw","adc.mean","adc.median","adc.sd","adc.skewness","adc.kurtosis","adc.cutoff.N_BE","adc.cutoff.CT_GA","adc.cutoff.CT_NO","adc.cutoff.CV_GA","adc.cutoff.CV_NO","adc.cutoff.N_NO","adc.cutoffN","adc.cutoffCT","adc.cutoffCV","SHASH.mu","SHASH.sigma","SHASH.nu","SHASH.tau","missing","missing.A","missing.B","missing.C","missing.D","missing.E","missing.reason"
"AZ10ADC2|CH12043D_GP8_10_1_HE|1",1,"AZ10ADC2|CH12043D_GP8_10_1_HE|1","AZ10ADC2","AZ","PC9",5,8.0134,4873.6529,5141.3452,9.8882,TRUE,FALSE,"PC9","Untreated",65,0,0.000670447210835006,0.000690763408783823,0.000100171633988976,-0.877633079372722,3.83251276451849,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000687111405914442,-9.91519685366749,-0.533408009538374,-0.21197489264924,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ12ADC1|CH12043A_GP2_12_1_HE|1",2,"AZ12ADC1|CH12043A_GP2_12_1_HE|1","AZ12ADC1","AZ","PC9",8,57.1954,2785.4837,5354.2466,14.5437,TRUE,FALSE,"PC9","Untreated",116,0.0491803278688525,0.00141265517241379,0.0011935,0.000718383958417881,0.696645551740783,2.32489409330798,-0.172842812839411,-1.70906775338294,-1.61809597517721,-1.31960298662122,-1.31960298662122,-1.2272296664902,0.293103448275862,0.198275862068966,0.267241379310345,0.00115730193221268,-5.80726971354057,1.942289512217,0.890264054173213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ15ADC2|CH12043D_GP8_15_2_HE|1",3,"AZ15ADC2|CH12043D_GP8_15_2_HE|1","AZ15ADC2","AZ","PC9",6,17.2642,5156.0849,5715.1167,15.6551,TRUE,FALSE,"PC9","Untreated",165,0,0.000679902424242424,0.000682,7.96992823295374e-05,0.317302772280884,3.07945871697288,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000675388789980055,-9.38820923857104,0.112401504239899,-0.0297681849802417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ21ADC1|CH12043B_GP4_21_1_HE|1",4,"AZ21ADC1|CH12043B_GP4_21_1_HE|1","AZ21ADC1","AZ","PC9",6,49.344,4387.7219,6664.0567,8.1206,TRUE,FALSE,"PC9","Untreated",60,0,0.00103775363240856,0.0010294861276634,0.000270264344302726,0.115525033129906,2.15565746638332,-1.49392502531226,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.00102580632388505,-6.8744786229737,1.22496128700547,1.0883151012211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ22ADC1|CH12043A_GP2_22_1_HE|1",5,"AZ22ADC1|CH12043A_GP2_22_1_HE|1","AZ22ADC1","AZ","PC9",5,57.7149,3469.955,5540.5807,13.7192,TRUE,FALSE,"PC9","Untreated",191,0,0.000952884816753927,0.000799,0.000376754530486283,2.06386286793889,6.86219345809088,-1.76154569063156,-3.86597906692674,-3.64283551561253,-2.94968833505258,-2.94968833505258,-2.76736677825863,0.06282722513089,0.0261780104712042,0.0523560209424084,0.00080959806274229,-8.10661430602572,1.08364800499229,-0.454267880931879,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ24ADC1|CH12043A_GP2_24_1_HE|1",6,"AZ24ADC1|CH12043A_GP2_24_1_HE|1","AZ24ADC1","AZ","PC9",7,65.3644,2392.2165,5494.337,10.2102,TRUE,FALSE,"PC9","Untreated",176,0,0.00118978579545455,0.001112,0.00040990162146885,0.441756412509574,2.18234875474372,-0.535142931416697,-4.47733681447821,-4.47733681447821,-2.60553463757662,-2.60553463757662,-2.12596155731473,0.119318181818182,0.0113636363636364,0.0738636363636364,0.00109494539893318,-6.00584366038875,1.99546280717727,1.32747144777304,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ2ADC2|CH12043C_GP6_2_2_HE|1",7,"AZ2ADC2|CH12043C_GP6_2_2_HE|1","AZ2ADC2","AZ","PC9",2,45.825,4648.3499,6050.9193,13.0835,TRUE,FALSE,"PC9","Untreated",89,0,0.000879291011235955,0.0008316,0.00031090763925249,0.89296585367844,4.27298012567186,-2.3150076129926,-9.21034037197618,-9.21034037197618,-4.48863636973214,-4.48863636973214,-3.7954891891722,0.0224719101123595,1e-04,0.0112359550561798,0.000839503929760417,-8.77664511760157,-0.242651853874765,-0.51601990302939,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ5ADC2|CH12043C_GP6_5_2_HE|1",8,"AZ5ADC2|CH12043C_GP6_5_2_HE|1","AZ5ADC2","AZ","PC9",5,20.6732,5369.5874,6007.3093,12.7632,TRUE,FALSE,"PC9","Untreated",127,0,0.000786167716535433,0.000779,0.000123083499133841,0.172994998437127,3.3074761815593,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000780584089598703,-9.47967894728167,-0.2470013651395,-0.330645208489106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ6ADC2|CH12043D_GP8_6_2_HE|1",9,"AZ6ADC2|CH12043D_GP8_6_2_HE|1","AZ6ADC2","AZ","PC9",8,33.7659,4035.8389,4963.0313,9.1177,TRUE,FALSE,"PC9","Untreated",121,0,0.000948103563763846,0.000880354782566428,0.000235157828327164,0.990214253133736,3.48431060609128,-2.6479462770325,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000893438890284507,-8.15739330717355,0.601547380444087,-0.101349298112713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ71ADC2|CH12043D_GP8_71_2_HE|1",10,"AZ71ADC2|CH12043D_GP8_71_2_HE|1","AZ71ADC2","AZ","PC9",6,55.6519,3636.4255,5359.585,8.6436,TRUE,FALSE,"PC9","Untreated",158,0,0.000875301898734177,0.0008884,0.000225679368822884,-0.00484163525715854,3.1678168714318,-3.42100000895834,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000877703622454123,-8.88872080040257,-0.304910770728502,-0.295682053094777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ73ADC2|CH12043C_GP6_73_1_HE|1",11,"AZ73ADC2|CH12043C_GP6_73_1_HE|1","AZ73ADC2","AZ","PC9",7,27.875,4493.549,5562.2594,16.7293,TRUE,FALSE,"PC9","Untreated",114,0,0.000961082699001977,0.000876725447596981,0.000305919859011862,2.59816946533806,11.1490597595425,-2.23683371543127,-3.63758615972639,-3.63758615972639,-3.3499040872746,-3.3499040872746,-3.3499040872746,0.0350877192982456,0.0263157894736842,0.0350877192982456,0.000880448122913784,-9.29012066996352,-0.144461728085868,-0.778163774992688,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ77ADC3|CH12043F_GP12_77_1_HE|1",12,"AZ77ADC3|CH12043F_GP12_77_1_HE|1","AZ77ADC3","AZ","PC9",7,23.3717,5536.9817,5544.5129,5.9979,TRUE,FALSE,"PC9","Untreated",104,0,0.00105073269230769,0.0010215,0.000274879946060238,0.92709955253001,4.2414090848277,-1.63269477459837,-9.21034037197618,-9.21034037197618,-3.54577861047326,-3.54577861047326,-3.54577861047326,0.0288461538461538,1e-04,0.0288461538461538,0.001011547802641,-8.42386807612673,0.0831566837212848,-0.289097855789738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ78ADC3|CH12043F_GP12_78_1_HE|1",13,"AZ78ADC3|CH12043F_GP12_78_1_HE|1","AZ78ADC3","AZ","PC9",5,2.8676,5640.3491,5715.6543,13.8274,TRUE,FALSE,"PC9","Untreated",154,0,0.000731002597402597,0.00069275,0.000178134006965694,0.774220876742822,3.1554055075995,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000700099069021964,-8.64879125241785,0.28205714737264,-0.189734917989686,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ7ADC1|CH12043B_GP4_7_1_HE|1",14,"AZ7ADC1|CH12043B_GP4_7_1_HE|1","AZ7ADC1","AZ","PC9",8,51.589,3536.1712,6038.5924,13.3355,TRUE,FALSE,"PC9","Untreated",147,0,0.00101746598639456,0.0009376,0.000332361909422771,0.392330318129324,2.09427491858033,-1.20102729409618,-9.21034037197618,-9.21034037197618,-4.99043258677874,-4.99043258677874,-4.29728540621879,0.0136054421768708,1e-04,0.00680272108843538,0.00095479058889101,-6.25814723654121,1.8845095946464,1.3264819207038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ84ADC3|CH12043E_GP10_84_2_HE|1",15,"AZ84ADC3|CH12043E_GP10_84_2_HE|1","AZ84ADC3","AZ","PC9",7,32.8942,5450.2168,6229.994,11.3176,TRUE,FALSE,"PC9","Untreated",78,0,0.000753008438504109,0.000735187844838946,0.000142774971147122,0.407647179520006,2.99963055492067,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000741002737947823,-9.03665175281605,-0.00225448449631768,-0.203977394427282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ86ADC3|CH12043F_GP12_86_2_HE|1",16,"AZ86ADC3|CH12043F_GP12_86_2_HE|1","AZ86ADC3","AZ","PC9",3,30.6489,4601.6493,5812.5477,17.4566,TRUE,FALSE,"PC9","Untreated",102,0,0.000912716666666667,0.00084415,0.000302882814016251,1.14429144206388,3.95659547539895,-1.9236870122706,-9.21034037197618,-9.21034037197618,-4.62497281328427,-4.62497281328427,-3.93182563272433,0.0196078431372549,1e-04,0.00980392156862745,0.000837122131629165,-8.36261072149816,0.265818691799883,-0.375529685142849,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ87ADC3|CH12043E_GP10_87_2_HE|1",17,"AZ87ADC3|CH12043E_GP10_87_2_HE|1","AZ87ADC3","AZ","PC9",5,38.2419,5140.8432,6525.5041,11.9375,TRUE,FALSE,"PC9","Untreated",107,0,0.000936906542056075,0.0008956,0.000189595043756885,1.25079392566679,4.41776250069649,-2.38774290133435,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000891499023470188,-8.63253419535981,0.425419181075596,-0.27257904160437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ89ADC3|CH12043E_GP10_89_1_HE|1",18,"AZ89ADC3|CH12043E_GP10_89_1_HE|1","AZ89ADC3","AZ","PC9",6,20.6554,5396.9456,5902.9523,16.7988,TRUE,FALSE,"PC9","Untreated",117,0,0.0007972,0.0006726,0.000315821901743197,2.36193191929915,7.97101868829381,-2.484906649788,-9.21034037197618,-9.21034037197618,-3.66356164612965,-3.66356164612965,-3.15273602236366,0.0427350427350427,1e-04,0.0256410256410256,0.000674845853447678,-8.13778699104996,1.6121191280284,-0.409215841604359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ95ADC3|CH12043F_GP12_95_1_HE|1",19,"AZ95ADC3|CH12043F_GP12_95_1_HE|1","AZ95ADC3","AZ","PC9",6,56.4767,3715.6253,5919.5017,16.5156,TRUE,FALSE,"PC9","Untreated",135,0,0.00117104888888889,0.00111,0.000317324113431636,0.592700801511091,2.50489124490799,-0.90078654533819,-9.21034037197618,-9.21034037197618,-3.11351530921037,-3.11351530921037,-2.70805020110221,0.0666666666666667,1e-04,0.0444444444444445,0.0011128231368715,-6.77079884031951,1.45912167974391,0.826273688436703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ99ADC3|CH12043E_GP10_99_1_HE|1",20,"AZ99ADC3|CH12043E_GP10_99_1_HE|1","AZ99ADC3","AZ","PC9",6,42.9575,3729.4773,5639.1596,13.3967,TRUE,FALSE,"PC9","Untreated",187,0,0.0012288807486631,0.001032,0.000570898390629271,1.07623110590373,3.40276093845451,-0.74984252423649,-2.34073685895842,-2.2353763433006,-1.79712141236944,-1.73460105538811,-1.70474809223843,0.181818181818182,0.106951871657754,0.176470588235294,0.00107022419956315,-6.4151649480519,1.54706612294328,0.481655771576547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ9ADC1|CH12043B_GP4_9_2_HE|1",21,"AZ9ADC1|CH12043B_GP4_9_2_HE|1","AZ9ADC1","AZ","PC9",2,42.1954,2986.4894,4396.6824,9.88,TRUE,FALSE,"PC9","Untreated",74,0,0.00154041621621622,0.001555,0.000354698498255827,-0.10914351648484,3.49238737586139,1.06289420606603,-3.61091791264422,-3.61091791264422,-1.53147637096439,-1.53147637096439,-1.413693335308,0.243243243243243,0.027027027027027,0.216216216216216,0.00155143656536566,-8.44393104181644,-0.326086353549198,-0.275329745946216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ9ADC2|CH12043C_GP6_9_1_HE|1",22,"AZ9ADC2|CH12043C_GP6_9_1_HE|1","AZ9ADC2","AZ","PC9",4,22.3843,5337.1733,6002.6975,13.6547,TRUE,FALSE,"PC9","Untreated",81,0,0.000744620987654321,0.0007227,0.000118991244127509,2.01976575417087,8.72806009895523,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000713716842946789,-9.1678585962467,0.492671127185746,-0.32705306277331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ100ADC3|CH12043F_GP11_100_2_HE|1",23,"AZ100ADC3|CH12043F_GP11_100_2_HE|1","AZ100ADC3","AZTx","PC9",5,17.3794,5288.97461,5852.56452,12.10625,FALSE,TRUE,"PC9Tx","Post-treatment",78,0,0.00103042564856318,0.000949874811340123,0.000315517521238146,1.47236223092044,4.90959652763187,-1.8067973465926,-9.21034037197618,-9.21034037197618,-3.25809653802148,-3.25809653802148,-3.25809653802148,0.0384615384615385,1e-04,0.0384615384615385,0.000940858230017842,-8.75636614869689,0.0678544331902462,-0.600888896055825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ10ADC1|CH12043B_GP3_10_1_HE|1",24,"AZ10ADC1|CH12043B_GP3_10_1_HE|1","AZ10ADC1","AZTx","PC9",9,3.0991,4916.59542,4996.88633,8.77575,FALSE,TRUE,"PC9Tx","Post-treatment",89,0,0.000760355166400249,0.000776161148678511,0.000206727489021722,-0.0684485247690521,2.21632108685206,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000760900437454576,-7.35770166579722,0.923154507494879,0.961845175704188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ12ADC2|CH12043D_GP7_12_2_HE|1",25,"AZ12ADC2|CH12043D_GP7_12_2_HE|1","AZ12ADC2","AZTx","PC9",3,29.7809,4025.15188,4922.90613,9.12706,FALSE,TRUE,"PC9Tx","Post-treatment",154,0,0.000931315723072976,0.000949922687141225,0.000552138324518113,0.671993866580369,2.96585506015196,-1.46101790731583,-3.42751468997953,-3.42751468997953,-2.26436388017385,-2.20373925835741,-2.20373925835741,0.11038961038961,0.0324675324675325,0.11038961038961,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"D"
"AZ14ADC2|CH12043C_GP5_14_1_HE|1",26,"AZ14ADC2|CH12043C_GP5_14_1_HE|1","AZ14ADC2","AZTx","PC9",5,36.5526,5068.39548,6077.52942,13.7773,FALSE,TRUE,"PC9Tx","Post-treatment",197,0,0.000743226934434742,0.000757860485464334,0.000165153477620414,-0.0231744962277087,3.66676659282354,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000753981035532597,-9.30926057918027,-0.39451561128444,-0.318155032021468,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ17ADC1|CH12043B_GP3_17_1_HE|1",27,"AZ17ADC1|CH12043B_GP3_17_1_HE|1","AZ17ADC1","AZTx","PC9",6,37.3279,4621.68186,5713.65158,10.01622,FALSE,TRUE,"PC9Tx","Post-treatment",107,0,0.000938646056880809,0.000937689561396837,0.000201328836549017,-0.37511920491552,2.83427558651173,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000955295455226518,-8.33912983122251,0.0247895448648975,0.246526807324327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ1ADC2|CH12043D_GP7_1_1_HE|1",28,"AZ1ADC2|CH12043D_GP7_1_1_HE|1","AZ1ADC2","AZTx","PC9",3,29.0515,4777.32828,5707.63498,4.83173,FALSE,TRUE,"PC9Tx","Post-treatment",39,0,0.00104895462311852,0.000988377723842859,0.000312500013849707,0.210039340933408,1.69843250928691,-0.810930216216329,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000999467133645493,-6.20402825074212,1.95361959685136,1.56111519250316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ23ADC1|CH12043A_GP1_23_1_HE|1",29,"AZ23ADC1|CH12043A_GP1_23_1_HE|1","AZ23ADC1","AZTx","PC9",7,16.1612,5008.54751,5503.62601,9.57498,FALSE,TRUE,"PC9Tx","Post-treatment",95,0,0.00086458014250782,0.000938929209951311,0.00021129413117803,-0.811374529128702,2.68314019396697,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000912832487675847,-7.36878336036225,0.594258320924619,1.42880986720074,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ23ADC2|CH12043C_GP5_23_1_HE|1",30,"AZ23ADC2|CH12043C_GP5_23_1_HE|1","AZ23ADC2","AZTx","PC9",NA,18.4485,4566.8505,5056.89386,11.91321,FALSE,TRUE,"PC9Tx","Post-treatment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"AZ3ADC1|CH12043B_GP3_3_1_HE|1",31,"AZ3ADC1|CH12043B_GP3_3_1_HE|1","AZ3ADC1","AZTx","PC9",5,17.7954,5265.93915,5774.39236,8.4433,FALSE,TRUE,"PC9Tx","Post-treatment",92,0,0.000825970607642692,0.00088011275511235,0.000279274687574865,-0.219060282086914,2.5264135521456,-3.09104245335832,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000837382584467458,-7.88877024295327,0.149658071357352,0.299083112445059,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ3ADC2|CH12043C_GP5_3_1_HE|1",32,"AZ3ADC2|CH12043C_GP5_3_1_HE|1","AZ3ADC2","AZTx","PC9",6,68.9123,4103.91031,5948.36102,9.97408,FALSE,TRUE,"PC9Tx","Post-treatment",77,0,0.000956780903869875,0.000902256171684712,0.00021135244816082,0.716329400285254,2.50112794544852,-2.47092040781326,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000879795960196219,-6.5402424239063,2.44249176861672,1.33736407474771,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ4ADC1|CH12043A_GP1_4_1_HE|1",33,"AZ4ADC1|CH12043A_GP1_4_1_HE|1","AZ4ADC1","AZTx","PC9",NA,23.6301,5541.17215,6068.28092,5.35068,FALSE,TRUE,"PC9Tx","Post-treatment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"AZ72ADC2|CH12043D_GP7_72_2_HE|1",34,"AZ72ADC2|CH12043D_GP7_72_2_HE|1","AZ72ADC2","AZTx","PC9",3,23.9159,5060.36622,5668.06067,4.69474,FALSE,TRUE,"PC9Tx","Post-treatment",41,0,0.00094816693894156,0.000978240626864135,0.000205322251350228,-0.284407586357396,2.12940530450343,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000964316808317395,-7.10508476887026,1.08233400066755,1.36205907341133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ74ADC2|CH12043C_GP5_74_2_HE|1",35,"AZ74ADC2|CH12043C_GP5_74_2_HE|1","AZ74ADC2","AZTx","PC9",7,24.6328,4076.7201,4695.86488,11.21091,FALSE,TRUE,"PC9Tx","Post-treatment",161,0,0.000839631422965134,0.0008231041720137,0.000154310147444278,1.71848429551349,10.2221037894248,-3.44041809481544,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000823519937935778,-10.0227496395423,-0.509077455020333,-0.709676462190964,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ81ADC3|CH12043E_GP9_81_2_HE|1",36,"AZ81ADC3|CH12043E_GP9_81_2_HE|1","AZ81ADC3","AZTx","PC9",NA,19.8372,4925.60923,5603.58019,7.76591,FALSE,TRUE,"PC9Tx","Post-treatment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"AZ83ADC3|CH12043E_GP9_83_1_HE|1",37,"AZ83ADC3|CH12043E_GP9_83_1_HE|1","AZ83ADC3","AZTx","PC9",7,14.4967,5163.55218,5670.08094,8.47632,FALSE,TRUE,"PC9Tx","Post-treatment",114,0,0.000687049985444581,0.000718395371222869,0.00016759336689995,-0.690647970929782,2.68486633789591,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000726766067862367,-7.13922412736024,1.02302308712821,1.8303497186082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ8ADC1|CH12043B_GP3_8_1_HE|1",38,"AZ8ADC1|CH12043B_GP3_8_1_HE|1","AZ8ADC1","AZTx","PC9",7,20.1869,5085.53442,5663.68239,12.15964,FALSE,TRUE,"PC9Tx","Post-treatment",133,0,0.000771267821222782,0.000833616650197655,0.000229497834594455,-0.90085774043007,3.07954389213995,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000819515780417712,-8.14865853342728,-0.0726370163506688,0.593147159459027,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ8ADC2|CH12043D_GP7_8_2_HE|1",39,"AZ8ADC2|CH12043D_GP7_8_2_HE|1","AZ8ADC2","AZTx","PC9",9,18.3177,5522.36842,6118.79358,9.68835,FALSE,TRUE,"PC9Tx","Post-treatment",159,0,0.000613476330584278,0.000644245359580964,0.000235015945863113,-0.224212920007554,1.87387692486994,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.00064021059755262,-6.09922654013169,1.93082305138785,2.26250755505019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ90ADC3|CH12043F_GP11_90_2_HE|1",40,"AZ90ADC3|CH12043F_GP11_90_2_HE|1","AZ90ADC3","AZTx","PC9",4,19.9459,4561.87805,5183.51515,6.99397,FALSE,TRUE,"PC9Tx","Post-treatment",47,0,0.00100281306646487,0.000933958392124623,0.000325985440596352,1.05611733804357,3.12564458044038,-1.74296930505862,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.0009062375341211,-6.38829049664878,2.19005719762853,1.01629643922702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ91ADC3|CH12043E_GP9_91_1_HE|1",41,"AZ91ADC3|CH12043E_GP9_91_1_HE|1","AZ91ADC3","AZTx","PC9",4,19.4434,6354.62337,7112.05269,8.37822,FALSE,TRUE,"PC9Tx","Post-treatment",135,0,0.00101117251734077,0.00101025158073753,0.000460161400193273,0.821536495936837,3.97987515105779,-1.43325134420766,-3.80666248977032,-3.80666248977032,-2.82583323675859,-2.82583323675859,-2.70805020110221,0.0666666666666667,0.0222222222222222,0.0592592592592593,0.000952127875099033,-7.80096920498981,0.129639477425226,-0.214079152565572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ92ADC3|CH12043E_GP9_92_1_HE|1",42,"AZ92ADC3|CH12043E_GP9_92_1_HE|1","AZ92ADC3","AZTx","PC9",8,0.6501,5650.55136,5676.24413,6.11022,FALSE,TRUE,"PC9Tx","Post-treatment",101,0,0.000913847893670128,0.000888715090695769,0.000233249668546016,0.689104407338927,3.12338597333808,-2.95491027903374,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000868597715490993,-7.78128467171981,0.795296825860657,0.220191720710971,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ93ADC3|CH12043F_GP11_93_1_HE|1",43,"AZ93ADC3|CH12043F_GP11_93_1_HE|1","AZ93ADC3","AZTx","PC9",7,48.2704,3439.73288,5357.31795,13.31037,FALSE,TRUE,"PC9Tx","Post-treatment",130,0,0.00108064762115156,0.00102800590684637,0.000301915819960391,0.277057983545424,2.15093759089578,-1.03798766685167,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.00106197358306244,-6.88126635721797,1.17249068789294,0.925266558241327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"AZ98ADC3|CH12043F_GP11_98_1_HE|1",44,"AZ98ADC3|CH12043F_GP11_98_1_HE|1","AZ98ADC3","AZTx","PC9",4,54.7653,2688.26704,5199.65869,14.8194,FALSE,TRUE,"PC9Tx","Post-treatment",191,0,0.00110889349043789,0.00088751845760271,0.000625664028693523,0.681920042822336,2.2515003632184,-0.661894637055841,-2.76736677825863,-2.76736677825863,-1.64135551540241,-1.61468726832024,-1.58871178191698,0.204188481675393,0.06282722513089,0.198952879581152,0.000835820375223406,-5.34210316410164,2.6943017850466,1.44176023354885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH17623|100509|1",45,"CIMH17623|100509|1","CIMH17623","Cam","KPC",NA,26.7378,5542.8331,6698.7223,105.2035,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
